gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
ok,0.27321311831474304,0.7070884108543396,0.3187579810619354,0.6544613242149353,0.3523636758327484,0.5833578705787659,0.3863639235496521,0.5323030948638916,0.4213981628417969,0.4926583766937256,0.32064947485923767,0.5069830417633057,0.35387325286865234,0.4482570290565491,0.3830195665359497,0.4515593349933624,0.406927227973938,0.465545654296875,0.29904353618621826,0.49372434616088867,0.3239158093929291,0.4169740080833435,0.35775992274284363,0.3827967345714569,0.38951846957206726,0.36280661821365356,0.2745669186115265,0.49783068895339966,0.28958216309547424,0.41321682929992676,0.31410202383995056,0.36654210090637207,0.3410438895225525,0.33410316705703735,0.24819502234458923,0.516117513179779,0.2518976330757141,0.45175909996032715,0.27003899216651917,0.41445043683052063,0.2943345308303833,0.3881990909576416
ok,0.18758134543895721,0.7171717286109924,0.24575644731521606,0.6572504639625549,0.28698861598968506,0.5802395343780518,0.3298294246196747,0.5172120332717896,0.371493935585022,0.46580806374549866,0.2537243068218231,0.48517587780952454,0.2961493134498596,0.4141945242881775,0.33275020122528076,0.4122762084007263,0.3617289066314697,0.43294328451156616,0.2249540537595749,0.46496501564979553,0.2558211386203766,0.3735116720199585,0.29387328028678894,0.32873207330703735,0.3300551772117615,0.2955901622772217,0.1927747130393982,0.46789315342903137,0.2082832157611847,0.36302632093429565,0.23157015442848206,0.29739660024642944,0.2587190568447113,0.2465699315071106,0.1571548581123352,0.4902566075325012,0.16070953011512756,0.40957552194595337,0.17167484760284424,0.3528898358345032,0.18798322975635529,0.30676716566085815
ok,0.09050972759723663,0.6930062174797058,0.16192412376403809,0.6208630800247192,0.20673061907291412,0.5314555168151855,0.2542283535003662,0.46564844250679016,0.3045167922973633,0.41945740580558777,0.16907529532909393,0.4347086548805237,0.21721357107162476,0.3611641526222229,0.2583022117614746,0.36994418501853943,0.29027217626571655,0.39434951543807983,0.13368535041809082,0.41339948773384094,0.17235572636127472,0.311147540807724,0.21687822043895721,0.2665528357028961,0.2573009729385376,0.23904399573802948,0.09197835624217987,0.4161003828048706,0.11447487771511078,0.29755842685699463,0.14449791610240936,0.22707630693912506,0.17709319293498993,0.1732960343360901,0.04893680661916733,0.43856081366539,0.05628833919763565,0.348644495010376,0.07134217768907547,0.2861824929714203,0.09227526187896729,0.23092958331108093
ok,0.12566396594047546,0.6900768280029297,0.1891784816980362,0.6304773092269897,0.2338520735502243,0.5363650321960449,0.27438876032829285,0.46562135219573975,0.3102768063545227,0.41287732124328613,0.206595778465271,0.44189101457595825,0.24286459386348724,0.37099307775497437,0.2749839425086975,0.3743115961551666,0.3026532232761383,0.3951271176338196,0.17799383401870728,0.4218598008155823,0.20262765884399414,0.3209424614906311,0.22042293846607208,0.2548508048057556,0.23626895248889923,0.19688019156455994,0.14608848094940186,0.4272489547729492,0.1604001522064209,0.322094589471817,0.17230260372161865,0.25231367349624634,0.18591730296611786,0.19159555435180664,0.11106443405151367,0.4491334557533264,0.12025760114192963,0.36454734206199646,0.12710337340831757,0.3046344518661499,0.13667242228984833,0.24943970143795013
ok,0.4633817970752716,0.6832459568977356,0.532638669013977,0.6280154585838318,0.5758371353149414,0.557981550693512,0.6148603558540344,0.5164449214935303,0.6533177495002747,0.4852239191532135,0.5312008857727051,0.4656270146369934,0.5905168056488037,0.4145839512348175,0.628109872341156,0.4333513677120209,0.6526345610618591,0.46817585825920105,0.5152397155761719,0.458028644323349,0.5638479590415955,0.36686262488365173,0.6037433743476868,0.31521955132484436,0.6352155208587646,0.2819782495498657,0.5011916160583496,0.4722951650619507,0.5469610095024109,0.37406033277511597,0.5811464190483093,0.3149215877056122,0.6087834239006042,0.26907849311828613,0.4935331344604492,0.4975176453590393,0.524192750453949,0.4255933463573456,0.545909583568573,0.37291884422302246,0.5651007890701294,0.3264963924884796
ok,0.152587890625,0.7391749620437622,0.21554163098335266,0.690345287322998,0.2676919996738434,0.610145092010498,0.31335967779159546,0.5575686693191528,0.3524821698665619,0.5090327262878418,0.24012474715709686,0.5074397325515747,0.2843140959739685,0.44039255380630493,0.3190914988517761,0.4559970796108246,0.34599798917770386,0.4861757755279541,0.21923111379146576,0.49241095781326294,0.25198113918304443,0.40408948063850403,0.28995299339294434,0.36358368396759033,0.3245432376861572,0.33725547790527344,0.19203327596187592,0.4989883303642273,0.21985110640525818,0.403855562210083,0.2485886812210083,0.3464069962501526,0.2780301570892334,0.3013288974761963,0.16250848770141602,0.5205898284912109,0.1828608214855194,0.44685277342796326,0.20030808448791504,0.3932892680168152,0.21971294283866882,0.34615522623062134
ok,0.2909480929374695,1.040075421333313,0.3721626400947571,0.9424502849578857,0.42784568667411804,0.8046391010284424,0.48491963744163513,0.7162318825721741,0.5388560891151428,0.6349191665649414,0.34183111786842346,0.6562678217887878,0.4190993010997772,0.5458032488822937,0.48117566108703613,0.5608863830566406,0.5303842425346375,0.6009654402732849,0.31043872237205505,0.652436375617981,0.3554050028324127,0.48890888690948486,0.40564683079719543,0.41720762848854065,0.4542989134788513,0.3725550174713135,0.28340470790863037,0.6867955327033997,0.31761229038238525,0.5141819715499878,0.3513919711112976,0.41513755917549133,0.38552188873291016,0.3366774916648865,0.2657305896282196,0.7429521679878235,0.29023098945617676,0.6130208969116211,0.30724143981933594,0.5193603038787842,0.3278049826622009,0.43817341327667236
ok,0.27711012959480286,0.833764910697937,0.30765658617019653,0.8087472319602966,0.33001595735549927,0.7680952548980713,0.34977197647094727,0.738466739654541,0.3659709692001343,0.7110495567321777,0.3128056526184082,0.7135738134384155,0.3313598930835724,0.6785494685173035,0.34803080558776855,0.684508740901947,0.3606824278831482,0.6988177299499512,0.2990049123764038,0.7066003680229187,0.30808398127555847,0.6590370535850525,0.3217833936214447,0.6324050426483154,0.3339276611804962,0.61139976978302,0.2844836115837097,0.7129874229431152,0.2863418459892273,0.6645703315734863,0.29094043374061584,0.6324812769889832,0.29694125056266785,0.6047126054763794,0.27034991979599,0.7286514043807983,0.2727660536766052,0.6916289329528809,0.2763068377971649,0.6654027104377747,0.28087496757507324,0.6410184502601624
ok,0.22549699246883392,0.7128196954727173,0.3000735342502594,0.6435316205024719,0.35700783133506775,0.542732298374176,0.40847331285476685,0.4690084159374237,0.4497411847114563,0.3991544842720032,0.321321576833725,0.4260728359222412,0.36769023537635803,0.3460598587989807,0.4075582027435303,0.3474771976470947,0.44352009892463684,0.36777934432029724,0.2927437126636505,0.40606367588043213,0.3279772400856018,0.294710636138916,0.36697205901145935,0.24154070019721985,0.40965741872787476,0.2066117525100708,0.2578579783439636,0.4100813865661621,0.2923232614994049,0.2984819710254669,0.32940182089805603,0.2347497195005417,0.372076153755188,0.19077685475349426,0.22143784165382385,0.42904847860336304,0.252233624458313,0.3356938362121582,0.27959394454956055,0.2756189703941345,0.31302526593208313,0.23154988884925842
ok,0.46565407514572144,0.7068151235580444,0.5119864344596863,0.6588068008422852,0.5437671542167664,0.6033904552459717,0.5748131275177002,0.5614758133888245,0.5967113375663757,0.5124715566635132,0.4977424740791321,0.5254554748535156,0.5355206727981567,0.47274792194366455,0.5670304298400879,0.47804221510887146,0.5904732942581177,0.4977855980396271,0.48394620418548584,0.5154998302459717,0.5091099143028259,0.4410765469074249,0.5393892526626587,0.40526920557022095,0.5687248706817627,0.38780316710472107,0.4695899784564972,0.521497368812561,0.49381065368652344,0.44484958052635193,0.521055281162262,0.4037160873413086,0.548519492149353,0.3801426887512207,0.4591059982776642,0.5359424352645874,0.4777788519859314,0.46956300735473633,0.49841606616973877,0.42920392751693726,0.5221704244613647,0.4040500521659851
